date	sales
2010-02-05	38724.42
2010-02-12	69872.44
2010-02-19	49937.09
2010-02-26	30107.54
2010-03-05	31580.69
2010-03-12	29452.49
2010-03-19	30853.27
2010-03-26	33401.19
2010-04-02	75535.18
2010-04-09	56416.66
2010-04-16	27744.54
2010-04-23	23961.8
2010-04-30	25076
2010-05-07	27453.68
2010-05-14	27649.17
2010-05-21	27138.28
2010-05-28	25405.65
2010-06-04	25702.66
2010-06-11	26962.02
2010-06-18	26832.57
2010-06-25	25940.32
2010-07-02	27310.36
2010-07-09	26687.61
2010-07-16	27218.37
2010-07-23	27561.95
2010-07-30	27493.53
2010-08-06	24769.54
2010-08-13	27058.91
2010-08-20	27077.42
2010-08-27	28044.57
2010-09-03	34713.96
2010-09-10	33641.04
2010-09-17	33298.06
2010-09-24	32211.3
2010-10-01	36486.28
2010-10-08	37119.05
2010-10-15	42167.71
2010-10-22	51673.53
2010-10-29	77397.15
2010-11-05	48727.62
2010-11-12	29630.5
2010-11-19	32392.84
2010-11-26	30958.54
2010-12-03	36639.21
2010-12-10	49875.17
2010-12-17	74389.92
2010-12-24	91216.16
2010-12-31	28449.27
2011-01-07	25293.64
2011-01-14	27985.62
2011-01-21	29835.26
2011-01-28	30977.96
2011-02-04	34778.17
2011-02-11	57504.1
2011-02-18	62481.47
2011-02-25	26289.28
2011-03-04	26562.46
2011-03-11	31284.95
2011-03-18	32981.01
2011-03-25	32193.44
2011-04-01	33809.56
2011-04-08	36416.8
2011-04-15	44011.29
2011-04-22	83445.89
2011-04-29	50759.95
2011-05-06	25494.77
2011-05-13	27189.7
2011-05-20	25198.4
2011-05-27	25035.61
2011-06-03	25401.86
2011-06-10	24726.22
2011-06-17	27152.27
2011-06-24	26859.67
2011-07-01	25369.16
2011-07-08	25268.24
2011-07-15	27552.72
2011-07-22	26282.08
2011-07-29	27285.06
2011-08-05	26374.86
2011-08-12	25209.84
2011-08-19	28222.27
2011-08-26	24753.73
2011-09-02	29247.78
2011-09-09	34792.14
2011-09-16	35859.06
2011-09-23	35276.78
2011-09-30	34714.78
2011-10-07	41743.66
2011-10-14	44776.55
2011-10-21	45777.26
2011-10-28	64829.37
2011-11-04	78489.3
2011-11-11	36681.61
2011-11-18	32494.43
2011-11-25	33800.16
2011-12-02	41861
2011-12-09	52520.88
2011-12-16	73671.92
2011-12-23	91965.85
2011-12-30	36490.94
2012-01-06	28952.16
2012-01-13	29525.51
2012-01-20	32267.18
2012-01-27	31549.81
2012-02-03	40680.72
2012-02-10	56486.03
2012-02-17	76195.06
2012-02-24	31670.04
2012-03-02	32036.11
2012-03-09	31564.55
2012-03-16	34859.57
2012-03-23	37148.64
2012-03-30	44590.27
2012-04-06	85839.78
2012-04-13	50108.12
2012-04-20	26161.45
2012-04-27	26812.03
2012-05-04	27487.23
2012-05-11	30837.99
2012-05-18	28663.44
2012-05-25	27820.39
2012-06-01	27095.99
2012-06-08	28423.52
2012-06-15	30679.71
2012-06-22	28806.8
2012-06-29	29604.1
2012-07-06	28160.76
2012-07-13	29606.6
2012-07-20	29345.26
2012-07-27	28044.01
2012-08-03	28716.36
2012-08-10	28705.5
2012-08-17	27670.98
2012-08-24	29877.12
2012-08-31	29547.48
2012-09-07	33724.46
2012-09-14	37140.15
2012-09-21	38189.91
2012-09-28	36574.4
2012-10-05	41292.92
2012-10-12	44080.53
2012-10-19	49604.49
2012-10-26	57046.29
