date	sales
2010-02-05	6453.58
2010-02-12	12748.72
2010-02-19	8918.31
2010-02-26	4992
2010-03-05	5172.73
2010-03-12	5540.28
2010-03-19	5118.12
2010-03-26	6620.12
2010-04-02	16399.01
2010-04-09	8316.05
2010-04-16	4061.89
2010-04-23	4417.17
2010-04-30	4159.25
2010-05-07	4756.69
2010-05-14	4771.24
2010-05-21	4444.92
2010-05-28	4204.65
2010-06-04	5020.1
2010-06-11	4726.45
2010-06-18	4444.66
2010-06-25	4377.74
2010-07-02	4238.56
2010-07-09	4544.62
2010-07-16	3440.69
2010-07-23	3874.45
2010-07-30	4205.62
2010-08-06	3552.7
2010-08-13	3930.41
2010-08-20	4136.05
2010-08-27	3917.19
2010-09-03	4923.61
2010-09-10	5184.6
2010-09-17	5833.23
2010-09-24	5855.34
2010-10-01	5617.26
2010-10-08	6848.21
2010-10-15	7157.09
2010-10-22	7665.09
2010-10-29	11645.78
2010-11-05	14326.87
2010-11-12	5003.46
2010-11-19	5848.35
2010-11-26	5111.38
2010-12-03	7442.48
2010-12-10	9361.27
2010-12-17	14138.92
2010-12-24	12351.12
2010-12-31	5375.83
2011-01-07	4150.96
2011-01-14	5938.37
2011-01-21	5514.44
2011-01-28	5934.7
2011-02-04	7522.25
2011-02-11	11283.98
2011-02-18	15348.06
2011-02-25	4896.15
2011-03-04	6673.83
2011-03-11	6440.67
2011-03-18	5850.92
2011-03-25	6692.63
2011-04-01	6389.96
2011-04-08	6885.58
2011-04-15	9203.25
2011-04-22	15862.38
2011-04-29	9410.55
2011-05-06	5941.28
2011-05-13	4660.39
2011-05-20	5142.22
2011-05-27	5194.21
2011-06-03	4906.27
2011-06-10	4790.03
2011-06-17	5738.3
2011-06-24	4484.47
2011-07-01	5273.09
2011-07-08	4324.95
2011-07-15	4985.82
2011-07-22	5176.73
2011-07-29	4645.99
2011-08-05	5285.83
2011-08-12	4799.63
2011-08-19	4808.68
2011-08-26	5625.99
2011-09-02	5210.03
2011-09-09	5210.02
2011-09-16	6041.07
2011-09-23	7151.93
2011-09-30	6251.24
2011-10-07	7897.72
2011-10-14	7205.82
2011-10-21	9257.97
2011-10-28	11932.26
2011-11-04	15836.73
2011-11-11	6525.18
2011-11-18	7350.22
2011-11-25	6912.38
2011-12-02	9251.4
2011-12-09	10485.08
2011-12-16	15210.07
2011-12-23	12332.52
2011-12-30	7793.74
2012-01-06	6361.95
2012-01-13	7544.97
2012-01-20	7461.43
2012-01-27	8381.18
2012-02-03	8925.18
2012-02-10	11343.41
2012-02-17	18407.08
2012-02-24	7714.8
2012-03-02	8067.85
2012-03-09	8192.77
2012-03-16	7613.23
2012-03-23	9390.09
2012-03-30	12259.62
2012-04-06	18969.05
2012-04-13	9961.51
2012-04-20	8131.34
2012-04-27	7145.2
2012-05-04	6635.58
2012-05-11	5794.35
2012-05-18	6121.23
2012-05-25	6715.54
2012-06-01	6755.83
2012-06-08	7390.4
2012-06-15	6966.06
2012-06-22	6926.88
2012-06-29	6932.65
2012-07-06	6711.19
2012-07-13	5991.01
2012-07-20	6856.63
2012-07-27	7834.4
2012-08-03	7268.86
2012-08-10	5853.88
2012-08-17	6762.8
2012-08-24	6991.31
2012-08-31	6943.91
2012-09-07	8118.58
2012-09-14	8712.1
2012-09-21	9218.35
2012-09-28	8762.39
2012-10-05	9750.12
2012-10-12	11038.58
2012-10-19	10886.48
2012-10-26	11351.24
