date	sales
2010-02-05	9323.89
2010-02-12	16861.1
2010-02-19	11417.67
2010-02-26	7168.41
2010-03-05	8344.13
2010-03-12	7531.45
2010-03-19	8719.27
2010-03-26	9945.67
2010-04-02	21113.02
2010-04-09	15310.29
2010-04-16	6815.91
2010-04-23	7178.81
2010-04-30	7582.13
2010-05-07	7515.54
2010-05-14	7575.66
2010-05-21	7566.13
2010-05-28	7869.37
2010-06-04	7760.76
2010-06-11	7744.62
2010-06-18	7347.19
2010-06-25	7301.6
2010-07-02	8003.94
2010-07-09	7089.38
2010-07-16	7755.51
2010-07-23	7045.25
2010-07-30	6937.64
2010-08-06	7148.15
2010-08-13	6694.81
2010-08-20	7589.85
2010-08-27	7521.08
2010-09-03	8196.79
2010-09-10	8886.99
2010-09-17	8103.93
2010-09-24	8277.02
2010-10-01	8588.14
2010-10-08	9312.68
2010-10-15	9582.16
2010-10-22	10069.43
2010-10-29	12061.1
2010-11-05	11137.94
2010-11-12	8743.16
2010-11-19	8369.99
2010-11-26	9369.26
2010-12-03	10929.57
2010-12-10	12164.4
2010-12-17	13563.08
2010-12-24	14904.77
2010-12-31	6785.2
2011-01-07	7335.45
2011-01-14	8075.77
2011-01-21	8109.88
2011-01-28	8021.74
2011-02-04	9819.84
2011-02-11	13407.55
2011-02-18	16778.51
2011-02-25	9676.42
2011-03-04	8743.51
2011-03-11	8702.11
2011-03-18	8615.19
2011-03-25	8809.64
2011-04-01	9287
2011-04-08	9381.66
2011-04-15	12239.56
2011-04-22	18238.83
2011-04-29	12830.22
2011-05-06	8751.74
2011-05-13	7871.57
2011-05-20	8169.97
2011-05-27	7901.75
2011-06-03	8175.25
2011-06-10	8170.13
2011-06-17	8157.72
2011-06-24	8392.34
2011-07-01	8073.14
2011-07-08	7588.98
2011-07-15	7932.29
2011-07-22	8268.8
2011-07-29	8110.21
2011-08-05	7979.93
2011-08-12	7181.46
2011-08-19	7521.31
2011-08-26	7491.92
2011-09-02	8646.46
2011-09-09	8637.23
2011-09-16	8401.6
2011-09-23	9537.87
2011-09-30	9078.61
2011-10-07	10038.53
2011-10-14	10269.42
2011-10-21	10682.45
2011-10-28	12507.77
2011-11-04	15399.72
2011-11-11	8610.92
2011-11-18	8626.3
2011-11-25	9770.76
2011-12-02	11761.28
2011-12-09	12086.87
2011-12-16	15344.65
2011-12-23	17702.22
2011-12-30	10107.45
2012-01-06	8092.11
2012-01-13	9077.81
2012-01-20	8693.53
2012-01-27	9485.99
2012-02-03	10252.35
2012-02-10	12558.72
2012-02-17	16925.06
2012-02-24	8987.21
2012-03-02	9930.02
2012-03-09	9739.46
2012-03-16	10612.87
2012-03-23	11845.17
2012-03-30	12374.57
2012-04-06	21004.49
2012-04-13	13402.45
2012-04-20	8719.73
2012-04-27	9415.89
2012-05-04	9319.43
2012-05-11	8470.26
2012-05-18	9179.3
2012-05-25	9167.85
2012-06-01	9442.66
2012-06-08	8904.1
2012-06-15	8972.27
2012-06-22	9177.87
2012-06-29	9103.46
2012-07-06	9215.62
2012-07-13	9323.17
2012-07-20	9513.66
2012-07-27	9303.88
2012-08-03	9349.21
2012-08-10	8631.27
2012-08-17	9279.56
2012-08-24	9106.92
2012-08-31	9680.49
2012-09-07	9584.31
2012-09-14	10021.23
2012-09-21	10956.4
2012-09-28	10267.48
2012-10-05	11328.69
2012-10-12	11631.4
2012-10-19	11093.36
2012-10-26	12774.47
