date	sales
2010-02-05	8495.1
2010-02-12	8489.46
2010-02-19	7824.13
2010-02-26	8012.43
2010-03-05	8511.73
2010-03-12	6932.93
2010-03-19	7043.63
2010-03-26	6938.17
2010-04-02	8313.44
2010-04-09	8025.03
2010-04-16	7529.02
2010-04-23	7497.25
2010-04-30	7363.77
2010-05-07	8550.14
2010-05-14	6765.26
2010-05-21	7061.3
2010-05-28	7205.91
2010-06-04	8765.89
2010-06-11	7137.97
2010-06-18	7509.23
2010-06-25	7304.73
2010-07-02	8163.02
2010-07-09	8636.49
2010-07-16	6945.46
2010-07-23	7320.08
2010-07-30	7570.49
2010-08-06	8991.83
2010-08-13	7340.21
2010-08-20	7740.37
2010-08-27	7741.92
2010-09-03	8464.83
2010-09-10	8274.25
2010-09-17	7153.75
2010-09-24	7111.15
2010-10-01	6947.26
2010-10-08	8310.01
2010-10-15	6863.46
2010-10-22	7078.53
2010-10-29	7156.28
2010-11-05	9263.26
2010-11-12	7144.7
2010-11-19	8687.49
2010-11-26	9123.35
2010-12-03	8544.43
2010-12-10	7992.26
2010-12-17	7911.44
2010-12-24	9602.35
2010-12-31	9594.35
2011-01-07	9060.68
2011-01-14	8300.98
2011-01-21	8313.48
2011-01-28	7480.53
2011-02-04	8826.31
2011-02-11	8899.61
2011-02-18	8781.21
2011-02-25	8443.79
2011-03-04	9100.03
2011-03-11	7857.41
2011-03-18	8332.88
2011-03-25	7409.92
2011-04-01	6464.12
2011-04-08	7652.89
2011-04-15	6738.59
2011-04-22	7770.74
2011-04-29	7937.53
2011-05-06	9148.49
2011-05-13	7429.21
2011-05-20	7944.55
2011-05-27	7766.26
2011-06-03	9133.57
2011-06-10	8286.39
2011-06-17	7870.95
2011-06-24	7670.66
2011-07-01	8429.93
2011-07-08	8485.9
2011-07-15	7904.65
2011-07-22	7795.79
2011-07-29	7668.11
2011-08-05	9321.12
2011-08-12	8659.67
2011-08-19	9303.5
2011-08-26	8137.15
2011-09-02	8773.88
2011-09-09	7496.08
2011-09-16	7885.29
2011-09-23	7975.07
2011-09-30	7776.41
2011-10-07	8720.98
2011-10-14	8549.32
2011-10-21	7355.44
2011-10-28	7682.47
2011-11-04	9919.93
2011-11-11	8223.47
2011-11-18	9427.86
2011-11-25	9109.1
2011-12-02	8875.33
2011-12-09	8642.55
2011-12-16	8205.31
2011-12-23	9974.55
2011-12-30	9354.29
2012-01-06	10107.34
2012-01-13	8150.86
2012-01-20	8988.8
2012-01-27	8146.3
2012-02-03	10169.59
2012-02-10	9462.19
2012-02-17	9201.77
2012-02-24	8054.05
2012-03-02	9886.61
2012-03-09	9217.05
2012-03-16	8791.92
2012-03-23	8545.2
2012-03-30	8547.71
2012-04-06	9767.34
2012-04-13	8665.81
2012-04-20	8902.68
2012-04-27	8659.56
2012-05-04	10428.56
2012-05-11	8428.7
2012-05-18	9279.44
2012-05-25	8873.67
2012-06-01	9785.43
2012-06-08	10076.05
2012-06-15	9651.64
2012-06-22	8508.55
2012-06-29	9120.68
2012-07-06	9918.68
2012-07-13	9472.05
2012-07-20	9038.25
2012-07-27	9046.04
2012-08-03	10436.56
2012-08-10	9778.18
2012-08-17	9746.96
2012-08-24	9407.82
2012-08-31	9454.64
2012-09-07	9651.79
2012-09-14	9200.13
2012-09-21	8853.35
2012-09-28	8022.81
2012-10-05	10434.33
2012-10-12	9072.09
2012-10-19	9454.2
2012-10-26	8459.82
