date	sales
2010-02-05	17566.72
2010-02-12	15177.3
2010-02-19	15676.11
2010-02-26	15112.23
2010-03-05	16477.28
2010-03-12	15022.47
2010-03-19	14631.7
2010-03-26	14044.59
2010-04-02	15830.95
2010-04-09	14848.71
2010-04-16	14846.32
2010-04-23	14182.84
2010-04-30	14019.26
2010-05-07	16416.91
2010-05-14	15597.26
2010-05-21	15098.12
2010-05-28	14749.03
2010-06-04	17083.4
2010-06-11	15351.27
2010-06-18	14982.99
2010-06-25	13851.83
2010-07-02	16314.65
2010-07-09	15093.18
2010-07-16	14659.55
2010-07-23	14224.53
2010-07-30	14191.77
2010-08-06	16183.81
2010-08-13	13947.93
2010-08-20	14316.56
2010-08-27	15567.78
2010-09-03	15961.1
2010-09-10	14946.42
2010-09-17	14294.92
2010-09-24	14200.47
2010-10-01	14214.86
2010-10-08	15962.43
2010-10-15	13618.05
2010-10-22	14729.64
2010-10-29	13421.58
2010-11-05	18340.04
2010-11-12	13929.33
2010-11-19	15414.89
2010-11-26	14051.23
2010-12-03	16093.58
2010-12-10	14645.35
2010-12-17	15027.83
2010-12-24	16877.14
2010-12-31	13584.29
2011-01-07	15543.04
2011-01-14	13797.81
2011-01-21	15655.73
2011-01-28	13876.17
2011-02-04	17746.76
2011-02-11	16535.49
2011-02-18	16948.62
2011-02-25	16219.96
2011-03-04	18932.19
2011-03-11	16948.55
2011-03-18	16740.65
2011-03-25	15263.73
2011-04-01	14053.93
2011-04-08	15993.94
2011-04-15	14468.88
2011-04-22	14481.21
2011-04-29	15180.97
2011-05-06	17081.58
2011-05-13	15045.29
2011-05-20	16165.1
2011-05-27	16396.82
2011-06-03	18860.29
2011-06-10	17134.57
2011-06-17	16598.43
2011-06-24	16371.62
2011-07-01	17234.09
2011-07-08	18142.08
2011-07-15	17280.79
2011-07-22	16943.33
2011-07-29	15522.52
2011-08-05	17813.69
2011-08-12	15778.28
2011-08-19	16711.34
2011-08-26	17076.63
2011-09-02	18264.92
2011-09-09	18239.57
2011-09-16	16869.08
2011-09-23	16903.48
2011-09-30	16265.53
2011-10-07	18304.81
2011-10-14	16641.16
2011-10-21	17254
2011-10-28	15181.86
2011-11-04	17299.41
2011-11-11	16030.5
2011-11-18	16717.85
2011-11-25	14641.28
2011-12-02	17134.48
2011-12-09	17374.19
2011-12-16	19193.83
2011-12-23	20953.59
2011-12-30	16996.31
2012-01-06	16860.86
2012-01-13	15991.42
2012-01-20	16779.65
2012-01-27	16162.75
2012-02-03	20418.72
2012-02-10	20754.94
2012-02-17	19546.6
2012-02-24	18270.09
2012-03-02	22222.09
2012-03-09	19256.13
2012-03-16	18206.82
2012-03-23	17341.51
2012-03-30	18609.02
2012-04-06	19899.97
2012-04-13	18101.45
2012-04-20	18816.49
2012-04-27	19008.6
2012-05-04	20638.49
2012-05-11	18177.59
2012-05-18	19237.79
2012-05-25	18005.1
2012-06-01	20482.8
2012-06-08	20543.8
2012-06-15	19719.88
2012-06-22	19549.19
2012-06-29	19623.29
2012-07-06	20826.61
2012-07-13	19257.58
2012-07-20	18253.09
2012-07-27	18915.8
2012-08-03	21064.43
2012-08-10	19509.85
2012-08-17	19013.37
2012-08-24	18145.98
2012-08-31	20118.38
2012-09-07	19681.7
2012-09-14	18532.1
2012-09-21	18270.56
2012-09-28	17986.75
2012-10-05	20517.77
2012-10-12	18120.98
2012-10-19	19849.1
2012-10-26	18894.7
