date	sales
2010-02-05	16873.2
2010-02-12	13821.01
2010-02-19	14607.28
2010-02-26	15635.95
2010-03-05	14895.96
2010-03-12	13061.56
2010-03-19	10394.28
2010-03-26	12406.44
2010-04-02	13404.23
2010-04-09	12873.09
2010-04-16	11547.5
2010-04-23	11862.26
2010-04-30	11867.75
2010-05-07	12060.55
2010-05-14	10855.62
2010-05-21	11486.91
2010-05-28	9264.33
2010-06-04	11859.68
2010-06-11	12166.23
2010-06-18	10593.34
2010-06-25	10615.94
2010-07-02	11663.03
2010-07-09	13839.77
2010-07-16	21138.74
2010-07-23	25107.25
2010-07-30	34165.46
2010-08-06	41201.05
2010-08-13	44340.16
2010-08-20	67235.4
2010-08-27	66752.04
2010-09-03	27296.57
2010-09-10	16018.45
2010-09-17	14566.42
2010-09-24	12302.36
2010-10-01	12390.87
2010-10-08	14480.96
2010-10-15	11490.78
2010-10-22	11462.89
2010-10-29	11236.1
2010-11-05	12098.73
2010-11-12	11819.73
2010-11-19	11233.22
2010-11-26	15224.16
2010-12-03	15463.76
2010-12-10	16072.07
2010-12-17	18194.58
2010-12-24	21725.62
2010-12-31	8846.2
2011-01-07	14936.37
2011-01-14	12698.84
2011-01-21	17268.17
2011-01-28	13959.9
2011-02-04	12058.12
2011-02-11	12593.04
2011-02-18	11999.17
2011-02-25	11936.79
2011-03-04	12597.45
2011-03-11	11247.41
2011-03-18	9122.49
2011-03-25	10075.46
2011-04-01	10844.24
2011-04-08	11858.62
2011-04-15	11079.28
2011-04-22	11080.5
2011-04-29	10716.84
2011-05-06	12299.04
2011-05-13	11231.21
2011-05-20	10788
2011-05-27	10729.48
2011-06-03	11452.62
2011-06-10	10424.01
2011-06-17	10714.53
2011-06-24	10950.77
2011-07-01	10217.77
2011-07-08	11795.66
2011-07-15	20035.43
2011-07-22	26963.83
2011-07-29	31299.26
2011-08-05	41720.49
2011-08-12	49828.06
2011-08-19	68674.69
2011-08-26	62742.35
2011-09-02	28003.45
2011-09-09	15159.24
2011-09-16	13413.93
2011-09-23	12265.92
2011-09-30	12315.2
2011-10-07	13716.81
2011-10-14	12920.6
2011-10-21	11464.09
2011-10-28	10871.46
2011-11-04	11071.88
2011-11-11	11931.19
2011-11-18	11235.57
2011-11-25	12113.22
2011-12-02	15569.24
2011-12-09	16138.7
2011-12-16	18683.18
2011-12-23	21480.34
2011-12-30	11918.71
2012-01-06	15893.39
2012-01-13	15678.49
2012-01-20	17817.46
2012-01-27	15066.45
2012-02-03	14335.61
2012-02-10	15069.79
2012-02-17	15257.84
2012-02-24	13625.47
2012-03-02	13030.26
2012-03-09	12444.21
2012-03-16	10209.02
2012-03-23	9597.16
2012-03-30	11410.07
2012-04-06	11303
2012-04-13	10047.71
2012-04-20	11178.49
2012-04-27	10419.11
2012-05-04	11844.62
2012-05-11	11867.42
2012-05-18	10591.94
2012-05-25	10441.51
2012-06-01	10794.48
2012-06-08	11372.41
2012-06-15	11664.56
2012-06-22	10858.12
2012-06-29	10099.07
2012-07-06	12846.88
2012-07-13	20595.14
2012-07-20	26353.05
2012-07-27	27903.18
2012-08-03	36066
2012-08-10	40642.61
2012-08-17	50717.3
2012-08-24	66388.36
2012-08-31	59695.45
2012-09-07	23422
2012-09-14	15121.83
2012-09-21	12237.04
2012-09-28	12693.54
2012-10-05	12011.64
2012-10-12	10833.86
2012-10-19	11239.25
2012-10-26	10731.67
