date	sales
2010-02-05	48602.55
2010-02-12	48016.95
2010-02-19	45376.6
2010-02-26	37590.77
2010-03-05	40169.06
2010-03-12	51995.73
2010-03-19	43853.69
2010-03-26	67751.87
2010-04-02	54214.39
2010-04-09	37779.66
2010-04-16	27692.81
2010-04-23	38166.16
2010-04-30	37306.35
2010-05-07	36695.23
2010-05-14	36221.11
2010-05-21	27277.64
2010-05-28	32193.38
2010-06-04	37445.96
2010-06-11	36070.92
2010-06-18	38562.19
2010-06-25	34501.52
2010-07-02	40201.28
2010-07-09	36760.05
2010-07-16	32590.11
2010-07-23	27250.41
2010-07-30	33482.99
2010-08-06	33317.86
2010-08-13	37313.01
2010-08-20	31454.13
2010-08-27	33656.15
2010-09-03	31085.72
2010-09-10	31292.37
2010-09-17	34895.21
2010-09-24	34085.24
2010-10-01	41979.23
2010-10-08	45367.02
2010-10-15	43887.26
2010-10-22	43214.99
2010-10-29	36051.3
2010-11-05	50590.18
2010-11-12	47622.86
2010-11-19	51115.8
2010-11-26	129860.88
2010-12-03	72434.86
2010-12-10	92877.69
2010-12-17	115322.43
2010-12-24	174922.53
2010-12-31	56929.88
2011-01-07	43516.56
2011-01-14	35733.27
2011-01-21	34124.65
2011-01-28	40370.22
2011-02-04	52192.61
2011-02-11	56939.28
2011-02-18	61238.29
2011-02-25	52581.22
2011-03-04	56572.76
2011-03-11	44414.44
2011-03-18	41110.42
2011-03-25	41751.57
2011-04-01	42995.57
2011-04-08	44480.53
2011-04-15	42418.64
2011-04-22	40338.02
2011-04-29	35052.81
2011-05-06	34262.48
2011-05-13	31842.48
2011-05-20	34115.25
2011-05-27	36373.69
2011-06-03	34849.01
2011-06-10	37715.31
2011-06-17	42448.45
2011-06-24	43673.85
2011-07-01	38571.83
2011-07-08	35154.32
2011-07-15	35340.53
2011-07-22	35656.09
2011-07-29	32980.44
2011-08-05	38464.04
2011-08-12	34882.76
2011-08-19	32724.09
2011-08-26	33804.19
2011-09-02	35176.39
2011-09-09	35563.18
2011-09-16	37455.41
2011-09-23	43322.16
2011-09-30	37753.3
2011-10-07	51826.73
2011-10-14	49606.26
2011-10-21	54631.87
2011-10-28	48125.31
2011-11-04	51644.56
2011-11-11	57867.43
2011-11-18	50696.62
2011-11-25	125098.69
2011-12-02	56474.65
2011-12-09	79275.42
2011-12-16	109399.55
2011-12-23	140165.76
2011-12-30	50821.94
2012-01-06	41183.69
2012-01-13	39222.9
2012-01-20	39327.85
2012-01-27	37089.67
2012-02-03	45931.01
2012-02-10	54394.63
2012-02-17	81340.16
2012-02-24	54268.43
2012-03-02	57072.94
2012-03-09	57101.32
2012-03-16	50302.08
2012-03-23	43779.18
2012-03-30	43979.44
2012-04-06	52309.26
2012-04-13	36499.59
2012-04-20	34604.47
2012-04-27	31209.5
2012-05-04	32214.63
2012-05-11	32946.21
2012-05-18	32861.4
2012-05-25	33721.8
2012-06-01	29025.63
2012-06-08	39187.63
2012-06-15	40878.56
2012-06-22	37946.59
2012-06-29	35328.8
2012-07-06	34164.27
2012-07-13	31553.73
2012-07-20	31396.96
2012-07-27	30001.91
2012-08-03	27945.08
2012-08-10	29309.07
2012-08-17	29590.8
2012-08-24	40981.28
2012-08-31	38738.2
2012-09-07	35199.92
2012-09-14	36270.1
2012-09-21	40347.24
2012-09-28	49255.4
2012-10-05	44162.22
2012-10-12	39036.4
2012-10-19	41777.74
2012-10-26	46483.6
